,Fecha,Operador,Detalles de Ruta,Tipo de aeronave accidentada,Pasajeros,Tripulacion,Pasajeros Fallecidos,Tripulantes Fallecidos,Muertos en tierra,Total de personas a bordo
275,1932-01-29,Century Pacific Lines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,7,1,7,1,0,8
276,1932-02-01,Bimini Airways,Miami - Bimini,Fairchild,4,1,4,1,0,5
277,1932-02-02,Boeing Air Transport,Na dato,Boeing 40,0,2,0,1,0,2
278,1932-02-02,Transamerican Airlines,Chicago - Kalamazoo,Stearman C-3MB,0,1,0,1,0,1
279,1932-02-27,Aeropostale,Na dato,Latecoere 28,0,3,0,3,0,3
280,1932-03-08,Century Air Lines,Training,Stinson SM-6000B,0,5,0,3,0,5
281,1932-03-19,American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,5,2,5,2,0,7
282,1932-03-21,Trans Continental and Western Air,Columbus - McKeesport,Northrop Alpha 3,0,1,0,1,0,1
283,1932-03-29,Air Orient,Damascus - Baghdad - Karachi,Farman F-190,1,2,1,2,0,3
284,1932-03-31,National Air Transport,Na dato,Boeing 95,0,1,0,1,0,1
285,1932-04-21,Transamerica Airlines,Na dato,Stearman C-3MB,0,1,0,1,0,1
286,1932-05-16,Pacific Air Transport,San Diego - Burbank - Oakland,Boeing 40,2,1,2,1,0,3
287,1932-05-30,Varney Air Lines,Na dato,Boeing 40,0,2,0,1,0,2
288,1932-07-16,Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,6,3,6,3,0,9
289,1932-08-12,Air Orient,Marseille - Naples - Beyrouth - Saigon,CAMS 53,3,4,0,0,0,7
290,1932-08-31,A B Aerotransport,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,0,2,0,2,0,2
291,1932-09-08,American Airways,El Paso - Dallas,Fokker F-10,2,2,1,2,0,4
292,1932-09-17,Air Union,Na dato,Liore-et-Olivier 213,0,2,0,1,0,2
293,1932-09-18,New England Airways,Sydney - Lismore - Brisbane,De Havilland DH-80,2,1,2,1,0,3
294,1932-10-12,Aeropostale,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,0,1,0,1,0,1
295,1932-10-26,Lloyd Aero Boliviano,Na dato,Ford Tri-motor 5,0,2,0,2,0,2
296,1932-10-29,Deutsche Lufthansa,London - Cologne - Berlin,Junkers W-33,0,2,0,2,0,2
297,1932-11-02,Deutsche Lufthansa,Nuremberg - Frankfort,Junkers F-13,3,2,3,2,0,5
298,1932-11-25,Hunter Airways,"Little Rock, AR - Memphis, TN",Travel Air 6000,1,1,1,1,0,2
299,1932-12-14,Trans Continental and Western Air,Na dato,Ford 5,0,2,0,2,0,2
300,1932-12-14,Boeing Air Transport,Na dato,Boeing 40,0,1,0,1,0,1
301,1932-12-26,Guinea Airways,Na dato,De Havilland DH-60,0,1,0,1,0,1
302,1933-01-10,Aeropostale,Na dato,CAMS 53,0,3,0,1,0,3
303,1933-01-14,Eastern Air Transport,Test flight,Curtiss Condor 18,0,2,0,2,0,2
304,1933-01-20,American Airways,Na dato,Stearman 4,0,1,0,1,0,1
305,1933-01-20,American Airways,Big Springs - San Antonio,Stearman 4,0,1,0,1,0,1
306,1933-01-24,Pacific Air Transport,Na dato,Ford 5-AT-D,1,2,0,2,0,3
307,1933-03-11,Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,0,2,0,2,0,2
308,1933-03-25,Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,2,1,2,1,11,3
309,1933-03-28,Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,12,3,12,3,0,15
310,1933-04-03,Deutsche Lufthansa,Na dato,Junkers F-13,1,1,1,0,0,2
311,1933-04-04,Military - U.S. Navy,Na dato,Goodyear-Zeppelin U.S.S. Akron (airship),0,0,0,0,0,76
312,1933-04-23,Air Orient,Corfu - Naples,Cams 53-1,5,3,2,3,0,8
313,1933-04-29,Eurasia,Na dato,Junkers W-34,2,2,2,2,0,4
314,1933-05-09,Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,3,3,3,3,0,6
315,1933-06-04,Eastern Air Transport,Na dato,Pitcairns PA-6,0,1,0,1,0,1
316,1933-06-11,Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),7,2,7,2,0,9
317,1933-07-18,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),2,4,2,4,0,6
318,1933-08-29,Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,3,2,3,2,0,5
319,1933-09-12,Aeroput,"Ljubjana - Susak, Croatia",Farman F-306,6,2,6,2,0,8
320,1933-10-10,United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,7,3,7,3,0,10
321,1933-10-31,Air France,Zurich - Basel - Paris,Farman F-301,2,3,1,1,0,5
322,1933-11-09,United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,7,3,3,1,0,10
323,1933-11-10,Trans Continental and Western Air,Na dato,Northrop Delta,0,1,0,0,0,1
324,1933-11-20,China National Aviation Corporation,Canton - Shanghai,Stinson,7,1,7,1,0,8
325,1933-11-21,Kalinin,Test flight,Kalinin K-7,0,20,0,14,0,20
326,1933-11-24,National Air Transport,Na dato,Boeing 247,0,2,0,2,0,2
327,1933-12-11,Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,8,2,4,2,0,10
328,1933-12-14,Union Airways,Na dato,Junkers W-34,4,2,3,2,0,6
329,1933-12-30,Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,8,2,8,2,0,10
330,1934-01-15,Air France,Saigon - Paris,Dewoitine D-332,10,4,10,4,0,14
331,1934-01-20,Air France,Na dato,Breguet 280T,0,0,0,0,0,2
332,1934-02-23,Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,5,3,5,3,0,8
333,1934-02-26,Air France,Na dato,Latécoère 28,0,0,0,0,0,6
334,1934-03-06,American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,3,1,3,0,0,4
335,1934-03-10,Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,4,2,3,2,0,6
336,1934-03-22,Pan American Grace Airlines,Na dato,Ford 5-AT-C Tri-Motor,12,3,0,3,0,15
337,1934-04-10,China National Aviation Corporation,Na dato,Sikorsky S-38BB,1,2,1,2,0,3
338,1934-05-09,Air France,"Dieppe, France - New Haven, England",Wibault 282T,3,3,3,3,0,6
339,1934-05-31,Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,0,2,0,2,0,2
340,1934-06-09,American Airways,New York - Chicago,Curtiss Condor T-32,4,3,4,3,0,7
341,1934-06-11,Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,7,3,3,3,0,10
342,1934-06-22,Deutsche Lufthansa,Na dato,Dornier Merkur,5,2,0,1,0,7
343,1934-06-23,Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,0,1,0,1,0,1
344,1934-07-09,United Air Services,San Bernardion - Los Angeles,Lockheed Vega,3,1,2,1,0,4
345,1934-07-27,Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,9,3,9,3,0,12
346,1934-08-05,Air France,Na dato,Latecoere 26,0,2,0,2,0,2
347,1934-08-10,China National Aviation Corporation,Na dato,Sikorsky S-38B,0,0,0,0,0,0
348,1934-08-31,Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,4,1,4,1,0,5
349,1934-10-02,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,6,1,6,1,0,7
350,1934-10-03,Qantas,Na dato,de Havilland DH-50A,2,1,2,1,0,3
351,1934-10-19,Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,9,2,9,2,0,11
352,1934-11-02,Holdens Air Transport Service,Rabaul - Kaiapit,De Havilland DH-61,2,2,2,0,0,4
353,1934-11-15,Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,0,2,0,2,0,2
354,1934-11-15,Qantas,London - Sydney,de Havilland DH-86,3,1,3,1,0,4
355,1934-12-07,Deutsche Lufthansa,Berlin - Hanover,Junkers F-13,0,3,0,3,0,3
356,1934-12-08,Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,0,1,0,1,0,1
357,1934-12-10,Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,5,3,2,2,0,8
358,1934-12-20,KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,3,4,3,4,0,7
359,1934-12-22,American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,0,1,0,1,0,1
360,1934-12-31,Aeroflot,Na dato,Tupolev ANT-9,8,2,8,2,0,10
361,1935-01-08,Indian Air Force,Training,Wapiti,0,2,0,2,15,2
362,1935-01-26,Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,0,1,0,1,0,1
363,1935-01-31,Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,8,3,8,3,0,11
364,1935-02-12,Military - US Navy,Na dato,Goodyear-Zeppelin U.S.S. Macon (airship),0,83,0,2,0,83
365,1935-03-07,Deruluft,Na dato,Rochrbach Roland,0,3,0,0,0,3
366,1935-03-15,Misrair,Jerusalem - Cairo,de Havilland Dragon 1,5,1,2,1,0,6
367,1935-03-29,Deutsche Lufthansa,Training,Junkers F-13,0,5,0,5,0,5
368,1935-04-01,Air France,Na dato,Farman F-300,0,3,0,1,0,3
369,1935-04-06,KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,2,5,2,5,0,7
370,1935-05-01,Varney Air Lines,Pueblo - El Paso,Lockheed Vega,0,1,0,1,0,1
371,1935-05-06,Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,12,2,3,2,0,14
372,1935-05-18,Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,37,13,37,13,2,50
373,1935-05-18,Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,11,1,2,1,0,12
374,1935-05-27,Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,0,1,0,1,0,1
375,1935-05-28,Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,1,1,1,1,0,2
376,1935-05-29,Na dato,Na dato,Na dato,0,0,0,0,0,9
377,1935-06-24,Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,18,2,15,2,0,20
378,1935-07-14,KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,15,5,2,4,0,20
379,1935-07-19,Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,1,1,1,1,0,2
380,1935-07-20,KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,9,4,9,4,0,13
381,1935-07-23,Jersey Airways,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,7,1,3,0,0,8
382,1935-07-28,Fuerza Aerea Colombiana,Palanquero - Tres Esquinas,Junkers W-34,3,2,3,2,0,5
383,1935-08-07,Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,3,4,3,4,0,7
384,1935-08-13,China National Aviation Corporation,Na dato,Sikorsky S-38B,0,0,0,0,0,0
385,1935-08-14,Delta Air Lines,Dallas -  Atlanta,Stinson Model A,3,1,3,1,0,4
386,1935-08-15,Private,Na dato,Lockheed Orion 9E Explorer float plane,1,1,1,1,0,2
387,1935-08-15,Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",2,1,2,1,0,3
388,1935-09-01,Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,0,3,0,3,0,3
389,1935-09-13,Panama Airways,Panama City - David,Ford Tri-Motor,7,1,7,1,0,8
390,1935-10-02,Holyman Airways,Melbourne - Sydney,de Havilland DH-86,3,2,3,2,0,5
391,1935-10-07,United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,9,3,9,3,0,12
392,1935-10-09,Aero O-Y,Tallinn - Helsinki,Junkers F-13,4,2,4,2,0,6
393,1935-10-21,Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,4,2,0,1,0,6
394,1935-10-30,United Air Lines,Test flight,Boeing B-247-D,0,4,0,4,0,4
395,1935-11-02,Air France,Bahia - Aracaju,Latécoère 28-1,0,4,0,4,0,4
396,1935-11-09,Braniff Airlines,Dallas - Waco,Lockheed Vega,0,1,0,1,0,1
397,1935-11-09,Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,10,3,9,3,0,13
398,1935-11-11,Air France,Na dato,Latecoere 28,0,3,0,3,0,3
399,1935-12-04,Air Bleu,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,0,2,0,1,0,2
400,1935-12-10,Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,7,4,7,4,0,11
401,1935-12-24,Deutsche Lufthansa,Na dato,Heinkel He-70,2,1,2,1,0,3
402,1935-12-31,Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,9,4,9,1,0,13
403,1936-01-14,Military - Fuerza Aerea Colombiana,Na dato,Junkers JU-52,13,3,10,3,0,16
404,1936-01-14,American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,14,3,14,3,0,17
405,1936-01-17,Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers JU-52,10,3,10,3,0,13
406,1936-01-21,Air France,Marseille - Ajaccio - Tunis,CAMS 53,3,3,3,3,0,6
407,1936-01-29,American Airlines,Chicago - Oklahoma City,Vultee V-1,5,1,0,1,0,6
408,1936-02-10,Air France,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),1,5,1,5,0,6
409,1936-02-15,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,0,4,0,4,0,4
410,1936-03-05,China National Aviation Corporation,Na dato,Ford 5-AT-D Tri-Motor,3,3,0,0,0,6
411,1936-03-14,Lan Chile,Na dato,Fairchild FC-2,4,1,4,1,0,5
412,1936-03-26,Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,10,4,10,4,0,14
413,1936-04-01,American Airlines,Newwark - Buffalo,Stinson Model A,0,2,0,2,0,2
414,1936-04-07,Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,11,3,10,2,0,14
415,1936-04-11,Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A  Flying Boat,18,7,2,1,0,25
416,1936-04-15,Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,5,2,5,2,0,7
417,1936-04-17,Deutsche Lufthansa,Test flight,Junkers JU-52,0,5,0,3,0,5
418,1936-04-21,Sabena,Paris - Brussels - Cologne,Fokker F-VII,0,2,0,2,0,2
419,1936-04-30,Swissair,Na dato,General Aviation GA-43,0,2,0,2,0,2
420,1936-05-16,Holymans Airways,Training,De Havilland DH-60 Moth,0,2,0,2,0,2
421,1936-06-09,A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,11,4,1,0,0,15
422,1936-06-13,Deutsche Lufthansa,Na dato,Junkers JU-160,4,2,1,0,0,6
423,1936-06-16,Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,3,4,3,4,0,7
424,1936-07-15,Aeroput,Belgrade - Zagreb - Ljubljana,Spartan Cruiser,5,2,5,2,0,7
425,1936-07-28,Aeroflot,Na dato,Tupolev ANT-9,4,2,4,2,0,6
426,1936-07-31,Guernsey Airways,Saint Pierre - Saint-Hélier,Saro A-19 Cloud,8,2,8,2,0,10
427,1936-08-02,Air France,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Wibault 280,0,3,0,3,0,3
428,1936-08-03,Mexicana,Na dato,Lockheed 9 Orion,0,1,0,1,0,1
429,1936-08-05,Chicago Southern Airlines,New Orleans - Chicago,Lockheed 10B Electra,6,2,6,2,0,8
430,1936-08-06,SCADTA,Na dato,Junkers F-13,1,2,1,1,0,3
431,1936-08-12,British Airways,Hanover - Cologne - London-Gatwick,De Havilland DH-86,0,2,0,2,0,2
432,1936-08-22,Imperial Airways,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,8,3,2,0,0,11
433,1936-09-05,Pittsburgh Skyways Inc.,Sightseeing,Stinson SM 6000B,10,1,9,1,0,11
434,1936-09-24,Ala Littoria SA,"Addis Ababa, Ethiopia - Rome, Italy",CRDA CANT Z-506,7,3,7,2,0,10
435,1936-09-25,Imperial Airways,Croydon - Paris,Boulton and Paul P-71,0,2,0,2,0,2
436,1936-09-28,Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed  5 Vega,1,2,1,2,0,3
437,1936-09-29,Blue Bird Air Service,Na dato,Lockheed Vega 5C,3,1,3,1,0,4
438,1936-10-06,Mexicana,Na dato,Lockheed Orion,0,1,0,1,0,1
439,1936-10-09,North Sea Aerial and General Transport,Na dato,Blackburn B-2,0,1,0,1,0,1
440,1936-11-01,Deutsche Lufthansa,Frankfurt - Erfurt,Junkers JU-52,12,3,8,3,0,15
441,1936-11-17,Deutsche Lufthansa,Leipzig - Nuremberg,Junkers JU-52/3m,13,3,3,1,0,16
442,1936-11-19,British Airways,Hanover - London,Fokker F-XII,0,4,0,2,0,4
443,1936-12-04,Deutsche Lufthansa,Lisbon - Burgos - Geneva - Munich,Junkers JU-52/3m,3,3,3,3,0,6
444,1936-12-06,Deruluft,Berlin - Moscow,Antonov AN-9,11,3,7,2,0,14
445,1936-12-07,Air France,Marseille - Dakar - Natal - Rio de Janeiro,Latécoère 300 (float plane.,1,4,1,4,0,5
446,1936-12-09,KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas DC-2-115E,13,4,12,3,0,17
447,1936-12-15,Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing 247D,4,3,4,3,0,7
448,1936-12-18,Northwest Orient Airlines,Chicago - Minneapolis - Missoula - Seattle,Lockheed 10 Electra,0,2,0,2,0,2
449,1936-12-19,Eastern Air Lines,Miami - Charleston - Newark,Douglas DC-2-112,8,3,0,0,0,11
450,1936-12-23,Braniff Airways,Test flight,Lockheed 10 Electra,4,2,4,2,0,6
451,1936-12-26,China National Aviation Corporation,Na dato,Douglas DC-2,0,0,0,0,0,0
452,1936-12-27,United Air Lines,Oakland - San Francisco - Los Angeles,Boeing 247D,10,2,10,2,0,12
453,1937-01-11,Mexicana,Mexico City - Minatitlán - Mérida,Lockheed 10E Electra,6,3,6,3,0,9
454,1937-01-12,Western Air Express,Salt Lake City - Burbank,Boeing 247D,11,2,4,1,0,13
455,1937-01-26,Sabena,Elizabethville - Gao - Colomb-Béchar - Oran - Brussels,Sabca S-73,8,4,8,4,0,12
456,1937-02-09,United Air Lines,Los Angeles - San Francisco - Oakland,Douglas DC-3A,9,2,9,2,0,11
457,1937-02-19,Airlines of Australia,Brisbane - Sidney,Stinson Model A,5,2,3,2,0,7
458,1937-03-12,Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Heinkel He-111V2,0,4,0,4,0,4
459,1937-03-24,Imperial Airways,"Southhampton, England - Alexandria, Egypt",Short  S-23 (flying boat),1,5,1,4,0,6
460,1937-03-25,Trans Continental and Western Air,Newark - Camden - Pittsburg,Douglas DC-2-112,10,3,10,3,0,13
461,1937-03-26,Deutsche Lufthansa,Na dato,Junkers JU-52/3m,4,2,0,0,0,6
462,1937-05-06,Deutsche Zeppelin Reederei,Frankfurt - Lakehurst N.J.,Zeppelin LZ-129,36,61,13,22,1,97
463,1937-05-20,Deutsche Lufthansa,Na dato,Heinkel He-70,2,2,2,2,0,4
464,1937-06-02,Fuerzs Aerea De Chile,Puerto Montt - Punta Arenas,Sirkorsky S-43 (flying boat),5,4,5,4,0,9
465,1937-06-20,ENTA,San José  San Isidro de El General,Travel Air 6000,5,1,5,1,0,6
466,1937-07-02,Private - Purdue Reasearch Foundation,Lae - Howland Island,Lockheed 10E Electra,0,2,0,2,0,2
467,1937-07-28,KLM Royal Dutch Airlines,Amsterdam - Paris,Douglas DC-2-115L,10,5,10,5,0,15
468,1937-08-02,Ala Littoria,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,5,4,5,4,0,9
469,1937-08-02,Pan American Grace Airways,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,11,3,11,3,0,14
470,1937-08-06,Aeroflot,Na dato,Douglas DC-2,2,3,2,3,0,5
471,1937-08-08,China National Aviation Corporation,Canton - Shanghi,Sikorsky S-43,8,3,0,3,0,11
472,1937-08-10,Eastern Air Lines,Chicago - Daytona,Douglas DC-2,7,2,2,2,0,9
473,1937-08-23,Pan American Grace Airways,Mendosa - Cordoba,Douglas DC-2,0,3,0,3,0,3
474,1937-08-27,Guinea Airways,Na dato,Stinson SR-7 Reliant,0,1,0,1,1,1
475,1937-10-01,Imperial Airways,"Alexandria, Egypt  - Athens, Greece",Short Empire flying boat,9,5,2,0,0,14
476,1937-10-06,KLM Royal Dutch Airlines,Palembang - Singapore,Douglas DC-3,7,4,1,3,0,11
477,1937-10-17,United Air Lines,Newark - Chicago - Cheyenne - Salt Lake City - Los Angeles,Douglas DC-3,16,3,16,3,0,19
478,1937-10-27,Air France,Dakar - Casablanca,Dewoitine D-333,2,5,2,5,0,7
479,1937-11-11,Lot Polish Airlines,Krakow - Warsaw,Lockheed 10 Electra,9,2,2,2,0,11
480,1937-11-12,Deutsche Lufthansa,Berlin - Mannheim,Heinkel He-111,9,3,7,3,0,12
481,1937-11-12,LOT,Krakow - Warsaw,Lockhed 10 Electra,9,2,2,2,0,11
482,1937-11-16,Sabena,Cologne - Brussels - London,Junkers JU-52/3m,8,3,8,3,0,11
483,1937-11-26,Deutsche Lufthansa,Na dato,Junkers JU-52,0,3,0,3,0,3
484,1937-12-04,Ala Littoria,Rome - Munich - Berlin,Junkers JU-52,14,3,4,0,0,17
485,1937-12-05,Imperial Airways,India - London,Short Empire Flying Boat,13,6,1,1,0,19
486,1937-12-05,Imperial Airways,Na dato,Short S-23 (flying boat),4,4,1,1,0,8
487,1937-12-08,Air France,Marseille - Lyon - Paris,Potez 621,6,1,1,1,0,7
488,1937-12-24,Air France,Bucharest - Vienna - Prague - Paris,Wibault 283-T12,1,2,1,2,0,3
489,1938-01-04,Lufthansa,Milan - Frankfurt,Junkers JU-38,3,3,3,3,0,6
490,1938-01-10,Northwest Orient Airlines,Seattle - Spokane - Butte - Billings - Chicago,Lockheed 14H Super Electra,8,2,8,2,0,10
491,1938-01-11,Pan American World Airways,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),0,7,0,7,0,7
492,1938-01-12,General Airways,Sioux Lookout - Hudson,Stinson Reliant SR-9,0,1,0,1,0,1
493,1938-02-02,Military - U.S. Navy / Military - U.S. Navy,Training,Consolidated PBY-2 / Consolidated PBY-2,0,14,0,11,0,14
494,1938-02-05,TsAGI,Moscow - Murmansk,V6 (airship),0,19,0,13,0,19
495,1938-02-09,Mexicana,Test flight,Lockheed 10 Electra,0,0,0,0,0,2
496,1938-02-09,Air France,"Marseille, France - Ajaccio, Corsica",Lioré-et-Olivier H-242,7,5,5,3,0,12
497,1938-02-13,Ala Littoria SA,Cadiz - Pollença -Alghero - Rome,Cant Z-506,10,4,10,4,0,14
498,1938-02-22,Deutsche Lufthansa,"Berlin, Germany - Paris, France",Junkers JU.52,0,0,0,0,0,3
499,1938-03-01,Trans Continental and Western Air,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas DC-2-112,6,3,6,3,0,9
500,1938-03-07,Air France,"Hanoi, Vietnam - Paris, France",Potez 621,3,4,3,4,0,7
501,1938-03-08,Australian National Airways,Training,De Havilland DH-60,0,1,0,1,0,1
502,1938-03-23,Air France,Dakar - Casablanca - Oran - Toulouse - Paris,Dewoitine D-338,5,3,5,3,0,8
503,1938-04-30,Ala Littoria,Brindisi - Rome,Junkers JU-52,14,5,14,5,0,19
504,1938-05-05,Lineas Aéreas Mineras,Mexico City - Juarez,Lockheed Vega 5B,5,1,5,1,0,6
505,1938-05-10,United Airways of New Zealand,Auckland - Palmerston North,Lockheed 10 Electra,0,0,0,0,0,2
506,1938-05-16,Northwest Orient Airlines,"Burbank,- St. Paul",Lockheed 14-H2 Super Electra,7,2,7,2,0,9
507,1938-05-22,Cruzeiro do Sul,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers JU-52/3m,14,3,6,0,0,17
508,1938-05-24,United Air Lines,Newark - Cleveland - Chicago,Douglas DST-A-207A,7,3,7,3,0,10
509,1938-05-27,Ginger Coote Airways,Vancouver - Zeballos,Fairchild 51,0,1,0,1,0,1
510,1938-05-27,Deutsche Lufthansa,Na dato,Heinkel 116,0,3,0,3,0,3
511,1938-06-08,Wilson Airways,Na dato,De Havilland DH-85,1,2,1,2,0,3
512,1938-06-19,Pan American Grace Airways,Na dato,Douglas DC-2,0,0,0,0,0,4
513,1938-07-08,Northwest Orient Airlines,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,8,2,1,0,0,10
514,1938-07-14,Ala Littoria,Cagliari - Rome,Savoia Marchetti S-66,16,4,16,4,0,20
515,1938-07-19,Panagra,Na dato,Douglas DC-2,0,4,0,4,0,4
516,1938-07-22,LOT Polish Airlines,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,12,2,12,2,0,14
517,1938-07-27,Imperial Airways,London - Kisumu - Cape Town,Armstrong-Withworth Atlanta,0,4,0,4,0,4
518,1938-07-29,Pan American World Airways,Alameda - Manila,Martin M-130 (flying boat),6,9,6,9,0,15
519,1938-08-10,Magyar Legiforagalmi,Na dato,Ford Tri-motor F-VIII,10,2,10,2,0,12
520,1938-08-10,Dai Nippon,Na dato,Douglas DF-151,3,3,3,3,0,6
521,1938-08-12,Mexicana,Villahermosa - Veracruz - Mexico City,Lockheed 10E Electra,8,3,8,3,0,11
522,1938-08-13,CSA Czech Airlines,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,14,3,13,3,0,17
523,1938-08-15,Syndicato Condor,Guanabara - Victoria,Junkers JU-52/3m,5,4,5,4,0,9
524,1938-08-18,LOT Polish Airlines,Na dato,Lockheed 14 Super Electra,4,3,0,0,0,7
525,1938-08-18,Macchi,Test flight,Macchi C-94,13,2,13,2,0,15
526,1938-08-24,China National Aviation Corporation,Hong Kong - Chungking,Douglas DC-2,13,4,12,2,0,17
527,1938-08-24,Japan Air / Japan Flying School,Na dato,Unknown / Unknown,0,0,0,0,53,5
528,1938-08-29,Transcontinental &Western Air,Burbank - Winslow - Albuquerque,Ford Tri-motor,8,3,0,0,0,11
529,1938-08-29,North Queensland Airways,Townsville - Innisfail - Cairns,De Havilland DH-84,8,1,4,1,0,9
530,1938-10-01,Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Dornier DO.18 (float plane),0,4,0,4,0,4
531,1938-10-01,Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,10,3,10,3,0,13
532,1938-10-10,Sabena,Brussels - Düsseldorf - Berlin,Savbia-Marchetti  S-73P,16,4,16,4,0,20
533,1938-10-25,Australian National Airways,Adelaide - Melbourne,Douglas DC-2-112,14,4,14,4,0,18
