,Fecha,Operador,Detalles de Ruta,Tipo de aeronave accidentada,Pasajeros,Tripulacion,Pasajeros Fallecidos,Tripulantes Fallecidos,Muertos en tierra,Total de personas a bordo
1354,1952-11-15,Military - U.S. Air Force,Elemndorf AFB - Kodiak NAS,Fairchild C-119C,15,5,15,5,0,20
1355,1952-11-17,Military - U.S. Air Force,"Great Falls - Denver, Colorado",Fairchild C-119C-23-FA Flying Boxcar,0,0,0,0,0,16
1356,1952-11-22,Military - U.S. Air Force,Na dato,Douglas C-124A Globemaster,41,11,41,11,0,52
1357,1952-11-28,Military - U.S. Air Force,Na dato,Douglas C-54G (DC-4),31,7,30,7,0,38
1358,1952-12-06,TABSO,Sofia - Varna,Lisunov Li-2,0,0,0,0,0,18
1359,1952-12-06,Cubana de Aviacion,Madrid - Azores - Bermuda - Havana,Douglas DC-4,33,8,30,7,0,41
1360,1952-12-20,Military - U.S. Air Force,Na dato,Douglas C-124A Globemaster,105,10,82,5,0,115
1361,1952-12-21,Rutas Aéreas Nacionales SA,Na dato,Curtiss C-46D,0,3,0,3,0,3
1362,1952-12-22,Syrian Air,Na dato,Douglas DC-3,0,0,0,0,0,0
1363,1952-12-25,Avensa,Na dato,Douglas DC-3,0,0,0,0,0,5
1364,1952-12-25,Iran Air,Abadan - Tehran,Douglas DC-3,25,4,23,4,0,29
1365,1952-12-30,Philippine Air Lines,Na dato,Douglas DC-3,7,3,0,2,0,10
1366,1953-01-05,British European Airways,Northolt - Belfast,Vickers Viking 610-1B,31,4,24,3,0,35
1367,1953-01-07,Flying Tiger Line,Seattle - Cheyenne - Fort Jackson,Douglas C-54B-10-DO,3,4,3,4,0,7
1368,1953-01-07,Associated Air Transport,Boeing Field - Cheyenne,Curtiss C-46,37,3,37,3,0,40
1369,1953-01-15,Military -Royal Air Force,Na dato,Vickers Valetta Mk1 / Avero Lancaster,16,10,16,10,0,26
1370,1953-01-26,Linee Aeree Italiane,Cagliari - Rome,Douglas DC-3,15,4,15,4,0,19
1371,1953-02-02,Lancashire Aircraft Corporation (Skyways),"Lajes, Azores - Gander",Avro 685 York 1,33,6,33,6,0,39
1372,1953-02-03,Air Outremer,Na dato,Douglas C-47B-15-DK,15,3,15,3,0,18
1373,1953-02-07,UTA,Abidjan - Bordeaux,Douglas C-54A-5-DC,13,6,3,6,0,19
1374,1953-02-09,Military - Egyptian Air Force,Al Arish - Cairo,Curtiss-Wright C-46,35,5,24,5,0,40
1375,1953-02-14,National Airlines,Miami - Orlando - New Orleans,Douglas DC-6,41,5,41,5,0,46
1376,1953-03-03,Canadian Pacific Air Lines,Karachi - Rangoon,de Havilland DH106 Comet 1A,6,5,6,5,0,11
1377,1953-03-04,Slick Airways,"New York, NY - Winsor Locks, CT",Curtiss C-46F,0,2,0,2,0,2
1378,1953-03-14,Orient Airways,Delhi - Dacca,Convair CV-240-7,11,5,11,5,0,16
1379,1953-03-17,Aigle Azur,Hue - Da Nang,Douglas DC-3,0,0,0,0,0,8
1380,1953-03-18,Military - U.S. Air Force,Lajes - Saint John’s - Rapid City,Convair RB-36H,18,5,18,5,0,23
1381,1953-03-18,u.s. Air Force,Stephenville - Stephenville,Boeing B-29 Superfortress,0,10,0,10,0,10
1382,1953-03-20,Transocean Air Lines,Roswell - Oakland - Guam,Douglas DC-4  (C-54-10-DO),30,5,30,5,0,35
1383,1953-03-27,Transportes Aéreos Salvador,Na dato,de Havilland DH-114 Heron 1B,12,2,12,2,0,14
1384,1953-03-29,Central African Airways,Nairobi - Dar-es-Salaam,Vickers 616 Viking 1B,8,5,8,5,0,13
1385,1953-04-10,Air France,Miandrivazo - Antananarivo,Junkers JU-5/-3m,12,3,1,3,0,15
1386,1953-04-10,REAL,Na dato,Doublas Dc-3,0,0,0,0,0,0
1387,1953-04-10,Caribbean International Airways,Kingston - George Town,Lockheed 18-56 LodeStar,10,3,10,3,0,13
1388,1953-04-14,Airways,Guwahati - Calcutta,Douglas C-47A,0,3,0,3,0,3
1389,1953-04-14,Miami Airlines,Spokane - Ellenburgh,Douglas DC-3 (C-47-DL),22,3,5,2,0,25
1390,1953-04-16,Aigle Azur,Hanoi - Na San,Douglas DC-3,27,3,27,3,0,30
1391,1953-04-20,Western Airlines,Los Angeles - San Francisco - Oakland,Douglas DC-6B,5,5,4,4,0,10
1392,1953-05-02,British Overseas Airways,Calcutta - Delhi,de Havilland DH106 Comet 1,37,6,37,6,0,43
1393,1953-05-07,Military - Royal Air Force,Training,Vickers Valetta T-3,0,10,0,10,0,10
1394,1953-05-09,Air India,Delh - Ahmedabad - Bombay,Douglas DC-3,13,5,13,5,0,18
1395,1953-05-11,Canadian Pacific Air Lines,Sandpit - Prince Rupert,Consolidated PBY-5A Catalina,16,3,1,1,0,19
1396,1953-05-17,Delta Air Lines,Dallas - Shreveport,Douglas DC-3,17,3,16,3,0,20
1397,1953-05-24,Meteor Air,Teterboro - Saint Louis,Douglas DC-3,2,5,1,5,0,7
1398,1953-05-25,KLM Royal Dutch Airlines,Amsterdam - Paris,Convair CV-240-4,28,6,0,0,2,34
1399,1953-05-27,Aeroflot,Krasnoyarsk - Novosibirsk,Li-2 / Li-2T,16,11,16,11,0,20
1400,1953-06-14,Aeroflot,Krasnodar - Tbilisi,Ilyushin IL-2,12,6,12,6,0,18
1401,1953-06-15,LACSA,Palmar Sur - San Isidoro,Douglas DC-3,14,3,6,3,0,17
1402,1953-06-15,LAN Chile,Copiapó - Santiago,Lockheed 18 Loadstar,5,2,5,2,0,7
1403,1953-06-16,Aigle Azur,Vientiane - Saigon,Douglas DC-3,31,3,31,3,0,34
1404,1953-06-17,Panair do Brasil,London - Bueno Aires,Lockheed 049-46-21 Constellation,10,7,10,7,0,17
1405,1953-06-18,Military - U.S. Air Force,Tachikawa AB - Kimpo AB,Douglas C-124A Globemaster II,122,7,122,7,0,129
1406,1953-07-12,Transocean Air Lines,Wake Island - Honolulu - Oakland,Douglas DC-6A,50,8,50,8,0,58
1407,1953-07-17,Military - U.S. Navy,Whitting NAS - Norfolk NB,Fairchild R4Q-2,40,6,39,5,0,46
1408,1953-07-27,Aeroflot,Na dato,Ilyushin IL-12,15,6,15,6,0,21
1409,1953-08-03,Air France,Rome - Beirut,Lockheed L- 749A Constellation,34,8,4,0,0,42
1410,1953-08-03,Orient Airways,Karachi - Jeddah,Douglas DC-3,21,4,1,0,0,25
1411,1953-08-05,Military - U.S. Air Force,Travis - Lakenheath,Convair B-36,0,23,0,19,0,23
1412,1953-08-18,Aerovias Contreras,Na dato,Curtiss C-46A,0,2,0,2,0,2
1413,1953-09-01,Air France,Paris - Nice - Beirut - Baghdad - Karachi - Calcutta,Lockheed 749A Constellation,33,9,33,9,0,42
1414,1953-09-01,Regina Cargo Airlines,Fort Ord - McChord,Douglas DC-3,19,2,19,2,0,21
1415,1953-09-08,TACA,San Pedro - San Andres,Douglas C-47A,0,3,0,3,0,3
1416,1953-09-14,Transportes Aéreos Mexicanos,Campeche - Mérida,Douglas C-47A,0,2,0,1,0,2
1417,1953-09-16,American Airlines,Boston - Hartford - Albany - Chicago,Convair CV-240-0,25,3,25,3,0,28
1418,1953-09-25,Devlet Hava Yollari,Ankara - Van,Douglas DC-3,16,5,1,4,0,21
1419,1953-09-28,Resort Airlines,Philadelphia - Louisville,Curtiss C-46F-1-CU,38,3,22,3,0,41
1420,1953-10-14,Sabena,Salzburg - Frankfurt - Brussels,Convair CV-240-12,40,4,40,4,0,44
1421,1953-10-17,Compagnie Sila,Na dato,Douglas C-47B,0,7,0,2,0,7
1422,1953-10-19,Eastern Air Lines,New York City - San Juan,Lockheed 749A Constellation,22,5,2,0,0,27
1423,1953-10-19,Aerovias Contreras,Monterrey - Falcon Dam,Douglas C-46A-CU ( DC-3),18,3,18,3,0,21
1424,1953-10-27,Aeroflot,Magadan - Okhotsk - Nikolayevsk-on-Amur - Khabarovsk,Ilyushin IL-12,27,5,17,5,0,32
1425,1953-10-29,British Commonwealth Pacific Airlines,Sydney - Honolulu - San Francisco,Douglas DC-6,11,8,11,8,0,19
1426,1953-10-31,Aeroflot,Rostov-on-Don - Kharkiv - Moscow,Li-2,11,5,10,5,0,16
1427,1953-11-03,Lloyd Aereo Boliviano,Camiri - Sucre,Douglas DC-3,25,3,25,3,0,28
1428,1953-11-11,Military - Royal Air Force,Training,Avro Shackleton MR-2,0,10,0,10,0,10
1429,1953-12-04,Aviaco,Bilbao - Madrid,Bristol 170 Freighter 21,28,5,22,1,0,33
1430,1953-12-12,Indian Airlines,New Delhi - Nagpur - Madras,Douglas DC-3,10,4,10,3,0,14
1431,1953-12-15,Aviateca,Brownsville - Guatemala City,Curtiss C-46D,0,2,0,2,0,2
1432,1953-12-15,Misair,Cairo - Luxor,VC-Viking,5,1,5,1,0,6
1433,1953-12-17,Military - U.S. Air Force,Na dato,Boeing B-29,6,10,5,6,8,16
1434,1953-12-19,Sabena,Brussels - Zurich,Convair CV-240,41,3,1,0,0,44
1435,1953-12-21,Syrian Airways,Na dato,Douglas DC-3,0,0,0,0,0,15
1436,1954-01-02,Ariana Afghan Airlines,Na dato,Douglas DC-3,0,0,0,0,0,21
1437,1954-01-05,Devlet Hava Yollari,Istanbull - Bandirma - Canakkal7,Douglas DC-3,5,5,2,2,0,10
1438,1954-01-06,Military -Royal Air Force,Bovingdon AF - Thorney Island,Vickers Valetta,13,4,12,4,0,17
1439,1954-01-10,British Overseas Airways,Rome - London,de Havilland DH106 Comet 1,29,6,29,6,0,35
1440,1954-01-11,AVIANCA,Medellin  - Armenia,Douglas DC-3,18,3,18,3,0,21
1441,1954-01-12,Czech Airlines,Prague - Ostrava,Douglas C-47 Skytrain (DC-3),14,4,9,4,0,18
1442,1954-01-13,Military - U.S. Air Force,Williams AFB  - Long Beach,F-88 Sabre Jet,0,1,0,1,6,1
1443,1954-01-14,Philippine Air Lines,"Beirut, Lebanon - Rome, Italy",Douglas DC-6,9,7,9,7,0,16
1444,1954-01-20,Zantop Air Transport,Jackson  - Kansas City,Douglas DC-3A,0,3,0,3,0,3
1445,1954-02-01,Military - U.S. Air Force,Misawa - Chitose,Curtiss-Wright C46D-CU,30,5,30,5,0,35
1446,1954-02-05,Military - U.S. Air Force,Ladd AFB - Elemndorf AFB,Douglas C-47,0,16,0,10,0,16
1447,1954-02-12,Military - Royal Air Force,Military exercise,Avro Shackleton MR-2,0,10,0,10,0,10
1448,1954-02-25,Indian Airlines,Test flight,Douglas DC-3,0,3,0,3,0,3
1449,1954-02-26,Western Airlines,Salt Lake City - Cedar City - Rapid City,Convair CV-240,6,3,6,3,0,9
1450,1954-03-04,Military - U.S. Air Force,"Tripoli, Libya - Hahn, W Germany",Douglas C-47A-DL,18,2,18,2,0,20
1451,1954-03-13,Aigle Azur,Na dato,C-46,0,0,0,0,0,0
1452,1954-03-13,British Overseas Airways,Australia - London,Lockheed 749A-79-33 Constellation,31,9,31,2,0,40
1453,1954-03-14,Queensland Airlines,Mackay - Rockhampton,Douglas C-47A,0,2,0,2,0,2
1454,1954-03-19,Military - U.S. Air Force,"Oklahoma - Long Island, NY",Fairchild C-110F,12,6,12,6,0,18
1455,1954-03-26,Aeronaves de Mexico,Mazatlan - Monterey,Douglas DC-3,15,3,15,3,0,18
1456,1954-04-03,Devlet Hava Yollari,Adana - Istanbul,Douglas DC-3,20,5,20,5,0,25
1457,1954-04-04,Autrex,Na dato,Douglas C-54A,0,4,0,4,0,4
1458,1954-04-08,"South African Airways, leased from British Overseas Airways",Rome - Cairo,de Havilland DH106 Comet 1,14,7,14,7,0,21
1459,1954-04-08,Trans Canada Air Lines / RCAF,Montreal - Vancouver,Canadair C-4-1 Northstar / Harvard Mark II,31,5,31,5,1,36
1460,1954-04-13,LAN,Santiago - Iquique,Douglas DC-3,9,5,9,5,0,14
1461,1954-04-13,Societe Indochinoise de Raviteillement,Na dato,Lockheed 18 Lodestar,20,3,13,3,0,23
1462,1954-04-23,Aerolineas Argentinas,Mendoza - Cordoba,Douglas DC-3,21,4,21,4,0,25
1463,1954-04-30,Darbhanga Aviation,Na dato,Douglas C-47A-30-DK,8,3,3,2,0,11
1464,1954-05-22,New Zealand National Airways,Churchchrist - Paraparaumu,Douglas DC-3,26,2,3,0,0,28
1465,1954-05-31,Transportes Aereos Nacionales,Governador Valadares - Belo Horizonte,Douglas DC-3,16,3,16,3,0,19
1466,1954-06-03,Sabena,"Blackbushe, UK - Beogard, Serbia",Douglas C-47A,0,4,0,1,0,4
1467,1954-06-04,Varig,Sao Paulo - Porto Alegre,Curtiss C-46A,0,3,0,3,0,3
1468,1954-06-08,Soc. de Tr. Aériens d'Extrême Orient,Tourane - Saigon,Douglas C-47-DL,2,2,2,2,0,4
1469,1954-06-19,Swissair,Geneva - London,Convair CV-240-4,5,4,3,0,0,9
1470,1954-07-02,Military - Brazilian Air Force,Na dato,Lockheed C-28,20,4,20,4,0,24
1471,1954-07-23,Cathay Pacific Airways,Singapore - Hong Kong - Bangkok,Douglas DC-4,12,6,8,2,0,18
1472,1954-08-08,Alaska Airlines,McGrath - Colorado Creek,Douglas DC-2,0,2,0,2,0,2
1473,1954-08-09,AVIANCA,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,21,9,21,9,0,30
1474,1954-08-12,Autrex,Saigon - Hanoi,Douglas DC-3,0,3,0,3,0,3
1475,1954-08-16,Air Vietnam (South Vietnam),Red River delta - Saigon,Bristol 170 Freighter 21E,51,4,46,1,0,55
1476,1954-08-22,Braniff Airlines,Memphis - Minneapolis,Douglas DC-3,16,3,10,2,0,19
1477,1954-08-23,KLM Royal Dutch Airlines,Shannon - Amsterdam,Douglas DC-6B,12,9,12,9,0,21
1478,1954-08-26,Aeroflot,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,22,5,21,5,1,27
1479,1954-08-27,Military - U.S. Air Force,Training,Convair RB-36H,23,4,23,3,0,27
1480,1954-09-05,KLM Royal Dutch Airlines,Amsterdam - Shannon - New York,Lockheed 1049C-55-81 S Constellation,46,10,25,3,0,56
1481,1954-09-12,Cruzeiro,Sao Paulo - Rio de Janeiro,Douglas DC-3,22,4,6,0,0,26
1482,1954-09-15,Misrair,Test,Vickers 634 Viking,0,4,0,3,0,4
1483,1954-09-27,Aeroflot,Krasnoyarsk - Novosibirsk,Ilyushin IL-12,24,5,24,5,0,29
1484,1954-10-24,Military - U.S. Air Force,Rome - Lyons,Douglas C-47A-DL,18,3,18,3,0,21
1485,1954-10-28,Aeroflot,Krasnoyarsk - Irkutsk,Ilyushin IL -12,13,3,13,3,0,16
1486,1954-10-30,Military - U.S. Navy,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,21,21,21,21,0,42
1487,1954-10-31,TAA,Training,Vickers 720 Viscount,0,8,0,3,0,8
1488,1954-11-16,TAM (Brazil),Pucallpa - Lima,Douglas DC-3,21,3,21,3,0,24
1489,1954-11-30,Northeast Airlines,"Boston - Concord - Laconia - Berlin, NH",Douglas DC-3,3,4,0,2,0,7
1490,1954-12-04,Air Laos,Luang Prabang - Nam Tha,Douglas DC-3,25,4,25,4,0,29
1491,1954-12-12,Ceskoslovenské Aerolinie,Prague - Brno - Bratislava,Douglas C-47A,0,4,0,4,0,4
1492,1954-12-18,Linee Aeree Italiane,Rome - New York City,Douglas DC-6B,22,10,16,10,0,32
1493,1954-12-18,Linea Aeropostal Venezolana,Bolivar - Tumeremo,Douglas C-47A,0,2,0,2,0,2
1494,1954-12-22,Johnson Flying Service,Newark - Pittsburgh - Colorado Springs,Douglas DC-3,23,5,9,1,0,28
1495,1954-12-25,British Overseas Airways,London - Prestwick - Shannon - Gander - New York,Boeing B377-10-28 Stratocruiser,25,11,24,4,0,36
1496,1954-12-31,Aeroflot,Beijing- Irkutsk - Tashkent - Nicosia,Ilyushin II-14,14,3,14,3,0,17
1497,1955-01-01,Military - US Air Force,Anchorage - Nome,Douglas C47,0,0,0,0,0,12
1498,1955-01-11,Military -Royal Air Force,Na dato,Avro Shackleton M-2 / Avro Shakleton M-2,0,0,0,0,0,18
1499,1955-01-12,Trans World Airlines / Castleton Inc.,Cincinnati - Cleveland,Martin 202A / DC-3,10,5,10,5,0,15
1500,1955-01-15,Ontario Hydro,Windsor - Toronto,Grumman G-73 Mallard,3,2,1,0,0,5
1501,1955-01-19,United Air Lines,Newark - Des Moines - Lincoln,Convair CV-340,36,3,0,0,0,39
1502,1955-01-31,Interamericana de Aviacion,Bogota - Villavicencio - Mitu - La Pedrera,Consolidated PBY-5 Catalina,4,1,4,1,0,5
1503,1955-02-02,Indian Airlines,Nagpur - Delhi,Douglas DC-3,6,4,6,4,0,10
1504,1955-02-05,West African Airways,Enugu - Calabar,Bristol 170 Freighter 21E,9,4,9,4,0,13
1505,1955-02-13,Sabena,Brussels - Rome,Douglas DC-6,21,8,21,8,0,29
1506,1955-02-19,Trans World Airlines,Albuquerque - Sante Fe,Martin 404,13,3,13,3,0,16
1507,1955-02-23,Central African Airways,Salisbury - Lusaka,Douglas DC-3,21,5,0,1,0,26
1508,1955-02-26,de Havilland Dove,Na dato,de Havilland DH.104 Dove,4,3,4,2,0,7
1509,1955-03-06,REAL,Na dato,Douglas DC-3,18,3,4,1,0,21
1510,1955-03-07,Private,Tampico - Mexico City,Lockheed 18 LodeStar,4,2,4,2,0,6
1511,1955-03-08,Mexicana,Puerto Vallarta - Talpa de Allende - Mascota - Guadalajara,Douglas DC-3,23,3,23,3,0,26
1512,1955-03-09,AVIANCA,Condoto - Cali,Douglas C-47A,5,3,5,3,0,8
1513,1955-03-20,American Airlines,Newark - Chicago - St. Louis - Springfield - Tulsa,Convair CV-240-0,32,3,11,2,0,35
1514,1955-03-22,Military - U.S. Navy,Tokyo - Hickam - Travis,Douglas R6D-1 (C-118B),57,9,57,9,0,66
1515,1955-03-26,Pan American World Airways,Portland - Honolulu,Boeing 377 Stratocruiser 10-26,15,8,2,2,0,23
1516,1955-04-02,Aaxico Airlines,"Mobile, AL - Macon, GA",Curtiss C-46A,0,2,0,2,0,2
1517,1955-04-04,United Air Lines,Training,Douglas DC-6,0,3,0,3,0,3
1518,1955-04-11,Air India,Hong Kong - Jakarta,Lockheed 749A Constellation,11,8,11,8,0,19
1519,1955-04-18,Union des Transportes Aeriens,Yaounde - Douala,de Havilland DH-114 Heron 1B,10,4,9,3,0,14
1520,1955-05-18,East African Airways,Dar-es-Salaam - Nairobi,Douglas DC-3,16,4,16,4,0,20
1521,1955-05-21,Linea Aeropostal Venezolana,Caracas - Barcelona,Douglas C-47-DL,13,3,4,0,0,16
1522,1955-05-26,Associated Airways,Na dato,Avro 685 York C-1,0,2,0,2,0,2
1523,1955-06-03,Union Aéromaritime de Transport,Douala - Fort Lamy,Douglas C-54A,0,3,0,3,0,3
1524,1955-06-16,Panair do Brasil,Sao Paulo - Asuncion,Lockheed 049-46-21 Constellation,14,10,9,7,0,24
1525,1955-06-18,Tigres Voladores,Leon - Mexico City,Curtiss C-46,36,3,18,0,0,39
1526,1955-07-14,Lineas Areas Unidas,Acapulco - Oaxaca,Douglas DC-2-243,19,3,19,3,0,22
1527,1955-07-17,Braniff Airlines,"Kansas City, MO - Chicago",Convair CV-340-32,40,3,20,2,0,43
1528,1955-07-27,El Al,London - Paris - Vienna - Tel Aviv,Lockheed 049 Constellation,51,7,51,7,0,58
1529,1955-08-04,American Airlines,"Springfield, IL - St. Louis, MO",Convair CV-240-0,27,3,27,3,0,30
1530,1955-08-05,Aeroflot,Starllingrad - Moscow.,Aeroflot,20,5,20,5,0,25
1531,1955-08-11,Military - U.S. Air Force / Military - U.S. Air Force,Dreux - Stuttgart,Fairchild C119G / Fairchild C119G,57,10,57,10,0,67
1532,1955-08-26,Cruzeiro,Rio de Janeiro - Caravelas,Douglas DC-3,9,4,9,4,0,13
1533,1955-08-30,Kalinga Airlines,Na dato,Douglas C-47A,0,3,0,2,0,3
1534,1955-09-02,Union of Burma Airways,Meiktila - Lanywa,Douglas DC-3,9,3,9,3,0,12
1535,1955-09-08,Currey Air Transport,Burbank - Oakland,Douglas DC-3,30,3,0,2,1,33
1536,1955-09-10,Societe France Hydro,Lac Lérè - Douala,Latecoere 631 (flying boat),8,8,8,8,0,16
1537,1955-09-17,Pacific Western Airlines,Edmonton - Yellowknife,Bristol 170 Freighter 31,4,2,1,1,0,6
1538,1955-09-22,British Overseas Airways,Rome - Tripoli,Canadair C-4 Argonaut,40,7,13,2,0,47
1539,1955-09-24,Flying Tiger Line,Wake Island - Honolulu,Douglas C-54A,0,5,0,3,0,5
1540,1955-09-29,Associated Airways,Shepard Bay -Yellowknife,Avro 685 York C-1,0,2,0,1,0,2
1541,1955-10-02,Faucett,Lima - Cuzco,Douglas C54A,31,4,15,4,0,35
1542,1955-10-06,United Air Lines,Denver - Salt Lake City - San Francisco,Douglas DC-4,63,3,63,3,0,66
1543,1955-10-10,JAT Yugoslav Airlines,Beograd - Wien,Convair CV-340-58,25,4,6,1,0,29
1544,1955-11-01,United Air Lines,Denver - Portland,Douglas DC-6B,39,5,39,5,0,44
1545,1955-11-17,Military - U.S. Air Force,Burbank - Groom Dry Lake,Douglas MC-54M,10,4,10,4,0,14
1546,1955-11-17,Peninsular,Seattle - Newark,Douglas C-54,70,4,27,1,0,74
1547,1955-11-20,Military - US Air Force,Iwo Jima AFB - Tachikawa AFB,Douglas C124-DL Globemaster II,2,9,2,8,0,11
1548,1955-11-30,Military - U.S. Air Force,Na dato,Boeing RB-52B,0,10,0,10,0,10
1549,1955-12-01,Cruzeiro,Belem - Barreiras,Douglas DC-3,4,2,4,2,0,6
1550,1955-12-09,Aeroflot,Yuzhno-Sakhalinsk - Khabarovsk,Li-2,16,5,16,5,0,21
1551,1955-12-17,Riddle Airlines,New York - Miami,Curtiss C-46A,0,2,0,2,0,2
1552,1955-12-19,Cruzeiro Do Sud,Sao Paulo - Belem,Douglas DC-3,0,0,0,0,0,26
1553,1955-12-21,Eastern Air Lines,Miami - Jacksonville - Boston,Lockheed 749C-79-12 Constellation,12,5,12,5,0,17
1554,1956-01-12,Ansett ANA,Melbourne - Hobart,Douglas C-47,0,2,0,1,0,2
1555,1956-01-17,Quebecair,Knob Lake - Oreway,Douglas DC-3,15,3,1,3,0,18
1556,1956-01-18,Ceskoslovenske Aerolinie,Bratislava - Kosice,Douglas DC-3,23,3,19,3,0,26
1557,1956-01-28,Air France,Nice - Marseille - Lyon - Paris,Douglas C-47,0,3,0,3,0,3
1558,1956-02-13,Maritime Central Airways,"Frobisher Bay, Baffin Island - Fort Chimo, Quebec",Bristol 170 Freighter 31,0,2,0,2,0,2
1559,1956-02-14,Spartan Air Services,"Frobisher Bay, Baffin Island - Fort Chimo, Quebec",Douglas C-47-DL,0,3,0,2,0,3
1560,1956-02-17,Military - U.S. Marine Corps,El Toro MAS - Alameda NAS,Douglas R5D2,35,5,35,5,0,40
1561,1956-02-18,Scottish Airlines,Luqa -Stansted,Avro 685 York C-1,45,5,45,5,0,50
1562,1956-02-20,Transport Aerien Intercontinentaux (France),Karachi - Bahrain - Cairo - Paris,Douglas DC-6B,55,9,49,3,0,64
1563,1956-02-24,Syrian Airways,Aleppo - Damascus,Douglas DC-3,16,3,16,3,0,19
1564,1956-02-25,Pakistan International Airlines,Gilgit  - Islamabad,Douglas C-47B,0,3,0,3,0,3
1565,1956-03-21,Indian Airlines,Gaughail - Tezpur,Douglas DC-3,18,3,2,0,0,21
1566,1956-03-28,Starways,Liverpool - Glasgow,Douglas C-47B,0,3,0,1,0,3
1567,1956-03-31,National Air Operators,Asansol - Bagdogra,Douglas C-47A,0,3,0,3,0,3
1568,1956-03-31,Military - Royal Thai Air Force,Korat AFB - Bangkok,Douglas C-47A,17,2,17,2,0,19
1569,1956-04-01,Trans World Airlines,Pittsburgh - Newark,Martin 404,33,3,21,1,0,36
1570,1956-04-02,Northwest Orient Airlines,Seattle - Portland,Boeing 377 Stratocruiser 10-30,32,6,4,1,0,38
1571,1956-04-09,Cordova Airlines,Anchorage - Seward,Aero Commander  520,5,1,5,1,0,6
1572,1956-04-18,Panair do Brasil,Belem - Parintins,Consolidated PBY-5A Catalina,7,5,1,2,0,12
1573,1956-04-30,Scottish Airlines,Stansted - Luqa - Habbaniya,Avro 685 York C-1,49,5,2,0,0,54
1574,1956-05-15,Indian Airlines,Shimla - Kathmandu,Douglas DC-3,28,3,14,0,1,31
1575,1956-05-15,Military - Royal Canadian Air Force,Ottawa - Ottawa,CF-100 Mark 4B,0,2,0,2,13,2
1576,1956-05-24,Aviateca,Guatemala City - La Tinta,Douglas C-47-DL (DC-3),28,3,27,3,0,31
1577,1956-06-13,Piedmont,Na dato,Douglas DC-3,0,0,1,0,0,0
1578,1956-06-20,Linea Aeropostal Venezolana,New York City - Caracas,Lockheed 1049E-55 Super Constellation,64,10,64,10,0,74
1579,1956-06-24,British Overseas Airways,Lagos - Kano - Tripoli - London,Canadair C-4 Argonaut,38,7,29,3,0,45
1580,1956-06-30,United Air Lines / Trans World Airlines,Los Angeles - Chicago / Los Angeles - Kansas City,Douglas DC-7 / Lockheed S Constellation,117,11,117,11,0,128
1581,1956-07-09,Trans Canada Air Lines,Chicago - Montreal,Vickers Viscount,31,4,1,0,0,35
1582,1956-07-13,Military - U.S. Air Force,McGuire AFB - Harmon AFB,Douglas C-118A,56,10,38,8,0,66
1583,1956-07-15,Swissair,Gander - Shannon,Convair CV-440-11,0,4,0,4,0,4
1584,1956-07-16,Aerolineas Argentinas,Buenos Aires - Rio Cuarto,Douglas DC-3,14,4,14,4,0,18
1585,1956-08-08,Union of Burma Airways,Rangoon - Mandalay,Douglas DC-3,18,4,9,3,0,22
1586,1956-08-29,Canadian Pacific Air Lines,Vancouver - Cold Bay - Tokyo - Hong Kong,Douglas DC-6B,14,8,11,4,0,22
1587,1956-09-09,Jordan International Airlines,Amman - Kuwait,Curtiss C-46A-45-CU,53,4,1,0,0,57
1588,1956-09-09,Continental Airlines,Tulsa - Bartlesville,Douglas DC-3 / Cessna 170B,14,4,0,0,0,18
1589,1956-10-02,Alaska Airlines,Unalakleet and Nome,Stinson AT-19,4,1,4,1,0,5
1590,1956-10-10,Military - U.S. Navy,RAF Lakenheath - McGuire AFB,Douglas C188-B,50,9,50,9,0,59
1591,1956-10-16,Pan American World Airways,Honolulu - San Francisco,Boeing  377 Stratocruiser,24,7,0,0,0,31
1592,1956-10-19,Indian Airlines,Na dato,Douglas DC-3,0,3,0,3,0,3
1593,1956-10-28,Military - Egyptian Air Force,Damascus- Cairo,Curtiss C-46,12,4,12,4,0,16
1594,1956-11-05,Britavia,Tripoli - Blackbushe,Handley Page HP-1 Hermes,74,6,5,2,0,80
1595,1956-11-07,Braathens,Trondheim - Oslo,de Havilland DH-114 Heron 2B,10,2,1,1,0,12
1596,1956-11-15,Aerovias Guest,Tocumen - Guatemala City,Douglas C-54A-10-DC,20,5,20,5,0,25
1597,1956-11-17,Empresa Aviacion del Pacifico,Buenaventura - Cali,Douglas DC-3,33,3,33,3,0,36
1598,1956-11-24,Linee Aeree Italiane,Rome - Paris -  Shannon - New York City,Douglas DC-6B,25,10,24,10,8,35
1599,1956-11-24,Ceskoslovenske Aerolinie,Eglisau - Prague,Ilyushin IL-12B,18,5,18,5,0,23
1600,1956-11-27,Linea Aeropostal Venezolana,New York - Caracas,Lockheed 749-79-34 Constellation,18,7,18,7,0,25
1601,1956-12-08,AIDA,Bogota - Medellin - Quibdo,Consolidated PBY-5A Catalina,11,5,10,4,0,16
1602,1956-12-09,Trans Canada Air Lines,Vancouver - Calgary - Toronto - Montreal,Canadair DC-4M-2 Northstar,59,3,59,3,0,62
1603,1956-12-12,Air France,Training,Vickers 708 Viscount,0,5,0,5,0,5
